Game Number,Current Step,Result Step,Cost,RTP,Game Crush Point,Redistributed Crush Point
2070,0,3,3.85,46.25,5,N/A
2072,9,16,21.74,99.81,13,19
2073,0,8,3.85,120.97,8,10
2074,0,9,3.85,146.62,7,12
2077,0,7,3.85,99.81,4,14
2077,13,19,46.91,82.35,14,22
2079,0,12,3.85,261.08,1,15
2081,0,6,3.85,82.35,5,9
2081,7,14,14.80,99.81,9,19
2081,15,19,68.92,56.05,19,22
2083,0,8,3.85,120.97,4,11
2083,9,15,21.74,82.35,11,31
2083,19,32,148.73,316.44,31,48
2086,0,8,3.85,120.97,2,18
2086,11,18,31.93,99.81,18,19
2087,0,8,3.85,120.97,2,18
2089,0,12,3.85,261.08,3,14
2089,13,21,46.91,120.97,14,22
2095,0,7,3.85,99.81,4,8
2098,0,6,3.85,82.35,16,N/A
2099,0,11,3.85,215.40,2,26
2102,0,9,3.85,146.62,3,10
2104,6,18,12.21,261.08,13,20
2107,0,8,3.85,120.97,1,13
2108,0,7,3.85,99.81,5,10
2109,0,5,3.85,67.94,4,11
2110,0,8,3.85,120.97,3,11
2111,0,9,3.85,146.62,8,15
2111,11,17,31.93,82.35,15,35
2111,18,26,122.71,120.97,35,N/A
2114,0,11,3.85,215.40,6,30
2114,12,16,38.70,56.05,30,N/A
2114,17,24,101.24,99.81,30,N/A
2115,0,6,3.85,82.35,8,N/A
2116,3,10,6.86,99.81,5,11
2117,0,10,3.85,177.72,1,15
2119,0,8,3.85,120.97,8,10
2119,9,17,21.74,120.97,10,20
2119,19,28,148.73,146.62,20,33
2120,0,7,3.85,99.81,3,10
2120,8,11,17.93,46.25,10,18
2120,13,26,46.91,316.44,18,31
2121,0,10,3.85,177.72,3,12
2122,0,8,3.85,120.97,4,10
2122,9,15,21.74,82.35,10,18
2122,16,23,83.53,99.81,18,25
2123,0,3,3.85,46.25,10,N/A
2127,0,10,3.85,177.72,2,13
2128,10,18,26.35,120.97,11,23
2129,0,6,3.85,82.35,1,7
2130,1,8,4.67,99.81,10,N/A
2132,0,8,3.85,120.97,18,N/A
2132,10,18,26.35,120.97,18,25
2132,19,28,148.73,146.62,25,29
2133,0,6,3.85,82.35,2,9
2136,1,9,4.67,120.97,12,N/A
2136,10,17,26.35,99.81,12,18
2137,2,10,5.66,120.97,3,26
2137,11,19,31.93,120.97,26,N/A
2138,0,7,3.85,99.81,6,8
2139,0,6,3.85,82.35,2,9
2140,1,11,4.67,177.72,12,N/A
2143,2,8,5.66,82.35,13,N/A
2143,9,17,21.74,120.97,13,21
2143,18,24,122.71,82.35,21,25
2144,0,10,3.85,177.72,8,12
2146,0,8,3.85,120.97,1,13
2147,0,8,3.85,120.97,1,11
2148,0,10,3.85,177.72,3,15
2149,1,5,4.67,56.05,2,9
2149,8,16,17.93,120.97,9,18
2149,17,25,101.24,120.97,18,27
2150,2,10,5.66,120.97,3,13
2150,12,20,38.70,120.97,13,35
2152,0,8,3.85,120.97,1,20
2152,17,25,101.24,120.97,20,28
2153,0,8,3.85,120.97,4,9
2155,0,8,3.85,120.97,7,9
2158,0,11,3.85,215.40,1,33
2160,0,12,3.85,261.08,20,N/A
2160,18,21,122.71,46.25,20,30
2163,0,7,3.85,99.81,3,15
2163,8,16,17.93,120.97,15,17
2164,0,8,3.85,120.97,9,N/A
2165,10,17,26.35,99.81,11,18
2167,2,7,5.66,67.94,3,11
2167,9,20,21.74,215.40,11,26
2168,1,5,4.67,56.05,4,13
2168,7,15,14.80,120.97,13,19
2168,16,24,83.53,120.97,19,26
2170,0,8,3.85,120.97,4,12
2170,9,13,21.74,56.05,12,17
2170,14,17,56.86,46.25,17,18
2171,0,9,3.85,146.62,14,N/A
2171,12,19,38.70,99.81,14,25
2172,0,8,3.85,120.97,1,10
2173,0,5,3.85,67.94,9,N/A
2174,0,8,3.85,120.97,2,20
2174,18,23,122.71,67.94,20,29
2176,0,9,3.85,146.62,6,19
2176,12,20,38.70,120.97,19,21
2177,0,8,3.85,120.97,4,11
2177,10,19,26.35,146.62,11,25
2179,0,9,3.85,146.62,16,N/A
2179,12,20,38.70,120.97,16,25
2180,12,19,38.70,99.81,17,27
2181,3,11,6.86,120.97,9,14
2182,0,8,3.85,120.97,18,N/A
2183,3,13,6.86,177.72,10,14
2184,1,12,4.67,215.40,4,14
2185,0,7,3.85,99.81,9,N/A
2186,0,8,3.85,120.97,3,11
2187,1,9,4.67,120.97,3,10
2188,0,6,3.85,82.35,6,25
2188,18,28,122.71,177.72,25,30
2189,0,10,3.85,177.72,7,11
2190,0,7,3.85,99.81,4,16
2191,0,6,3.85,82.35,8,N/A
2192,1,9,4.67,120.97,5,15
2192,10,16,26.35,82.35,15,23
2192,18,24,122.71,82.35,23,34
2193,0,6,3.85,82.35,13,N/A
2194,2,9,5.66,99.81,3,16
2194,10,18,26.35,120.97,16,20
2194,19,23,148.73,56.05,20,24
2196,3,9,6.86,82.35,4,10
2197,6,12,12.21,82.35,11,16
2198,0,3,3.85,46.25,3,4
2199,0,5,3.85,67.94,3,6
2200,0,6,3.85,82.35,12,N/A
2200,8,16,17.93,120.97,12,32
2202,0,8,3.85,120.97,2,16
2203,2,7,5.66,67.94,3,23
2203,8,11,17.93,46.25,23,N/A
2203,12,16,38.70,56.05,23,N/A
2203,18,25,122.71,99.81,23,26
2204,0,6,3.85,82.35,6,8
2205,0,8,3.85,120.97,8,10
2206,0,5,3.85,67.94,7,N/A
2209,0,9,3.85,146.62,1,17
2210,1,5,4.67,56.05,4,12
2210,6,14,12.21,120.97,12,29
2210,15,22,68.92,99.81,29,N/A
2211,0,8,3.85,120.97,3,11
2211,9,17,21.74,120.97,11,24
2211,19,24,148.73,67.94,24,33
2212,0,6,3.85,82.35,2,13
2212,7,12,14.80,67.94,13,N/A
2214,0,8,3.85,120.97,9,N/A
2215,0,9,3.85,146.62,5,10
2218,0,8,3.85,120.97,3,13
2218,9,17,21.74,120.97,13,20
2218,18,28,122.71,177.72,20,32
2219,0,6,3.85,82.35,14,N/A
2220,1,9,4.67,120.97,3,13
2220,11,21,31.93,177.72,13,25
2221,0,4,3.85,56.05,2,5
2222,1,9,4.67,120.97,4,11
2222,10,20,26.35,177.72,11,21
2223,3,10,6.86,99.81,8,15
2223,11,20,31.93,146.62,15,23
2224,4,7,8.31,46.25,6,8
2225,0,10,3.85,177.72,1,11
2226,0,9,3.85,146.62,2,13
2229,0,6,3.85,82.35,1,10
2231,6,14,12.21,120.97,15,N/A
2232,0,4,3.85,56.05,4,9
2232,7,15,14.80,120.97,9,17
2232,16,23,83.53,99.81,17,26
2233,10,20,26.35,177.72,15,29
2235,0,4,3.85,56.05,3,8
2235,5,13,10.07,120.97,8,14
2236,0,8,3.85,120.97,4,10
2237,0,7,3.85,99.81,7,25
2238,0,8,3.85,120.97,3,10
2239,1,11,4.67,177.72,14,N/A
2239,13,18,46.91,67.94,14,30
2239,19,25,148.73,82.35,30,N/A
2240,0,8,3.85,120.97,5,17
2241,0,9,3.85,146.62,10,N/A
2242,0,6,3.85,82.35,2,7
2243,1,8,4.67,99.81,6,9
2244,0,9,3.85,146.62,2,11
2245,0,8,3.85,120.97,1,9
2247,0,8,3.85,120.97,2,9
2248,0,6,3.85,82.35,2,20
2248,8,14,17.93,82.35,20,N/A
2248,16,24,83.53,120.97,20,27
2249,1,7,4.67,82.35,5,10
2250,0,6,3.85,82.35,15,N/A
2250,9,17,21.74,120.97,15,19
2252,12,16,38.70,56.05,15,23
2254,0,10,3.85,177.72,1,11
2259,0,7,3.85,99.81,7,14
2261,0,8,3.85,120.97,2,9
2263,0,7,3.85,99.81,4,11
2265,0,3,3.85,46.25,2,10
2266,0,7,3.85,99.81,12,N/A
2266,8,18,17.93,177.72,12,20
2266,19,29,148.73,177.72,20,30
2267,0,4,3.85,56.05,3,13
2268,0,6,3.85,82.35,5,12
2270,3,12,6.86,146.62,4,19
2270,18,22,122.71,56.05,19,42
2272,0,8,3.85,120.97,50,N/A
2272,11,15,31.93,56.05,50,N/A
2272,18,26,122.71,120.97,50,N/A
2273,0,10,3.85,177.72,12,N/A
2275,0,8,3.85,120.97,3,29
2275,18,22,122.71,56.05,29,N/A
2276,0,6,3.85,82.35,7,N/A
2277,1,8,4.67,99.81,3,9
2278,0,6,3.85,82.35,8,N/A
2279,0,8,3.85,120.97,3,10
2280,0,8,3.85,120.97,4,14
2281,0,5,3.85,67.94,31,N/A
2281,8,20,17.93,261.08,31,N/A
2282,0,8,3.85,120.97,2,18
2282,9,17,21.74,120.97,18,N/A
2283,5,12,10.07,99.81,23,N/A
2283,13,18,46.91,67.94,23,N/A
2284,0,4,3.85,56.05,2,14
2285,0,9,3.85,146.62,1,25
2285,11,14,31.93,46.25,25,N/A
2285,15,18,68.92,46.25,25,N/A
2289,12,20,38.70,120.97,14,27
2291,3,13,6.86,177.72,4,17
2291,16,19,83.53,46.25,17,24
2292,0,7,3.85,99.81,6,15
2294,0,3,3.85,46.25,1,4
2296,0,7,3.85,99.81,4,8
2298,0,10,3.85,177.72,6,12
2300,0,7,3.85,99.81,4,17
2301,1,9,4.67,120.97,11,N/A
2306,0,10,3.85,177.72,3,12
2307,0,6,3.85,82.35,3,12
2307,9,18,21.74,146.62,12,27
2308,0,10,3.85,177.72,1,15
2309,0,6,3.85,82.35,3,7
2310,3,11,6.86,120.97,4,30
2310,12,23,38.70,215.40,30,N/A
2311,0,9,3.85,146.62,13,N/A
2311,12,23,38.70,215.40,13,26
2316,0,5,3.85,67.94,15,N/A
2316,7,14,14.80,99.81,15,N/A
2321,0,12,3.85,261.08,8,15
2321,13,22,46.91,146.62,15,25
2323,0,8,3.85,120.97,3,9
2324,0,4,3.85,56.05,17,N/A
2324,10,16,26.35,82.35,17,N/A
2325,0,9,3.85,146.62,3,18
2325,12,18,38.70,82.35,18,19
2326,0,5,3.85,67.94,12,N/A
2327,1,4,4.67,46.25,11,N/A
2327,5,12,10.07,99.81,11,14
2328,0,10,3.85,177.72,4,16
2328,13,16,46.91,46.25,16,20
2328,19,27,148.73,120.97,20,31
2329,10,17,26.35,99.81,23,N/A
2331,3,13,6.86,177.72,5,14
2332,0,6,3.85,82.35,3,8
2332,7,12,14.80,67.94,8,14
2333,0,4,3.85,56.05,21,N/A
2333,6,13,12.21,99.81,21,N/A
2333,16,23,83.53,99.81,21,26
2335,0,7,3.85,99.81,3,15
2335,13,18,46.91,67.94,15,19
2336,1,7,4.67,82.35,4,12
2336,8,12,17.93,56.05,12,24
2336,16,24,83.53,120.97,24,29
2337,0,5,3.85,67.94,8,N/A
2340,2,9,5.66,99.81,4,14
2340,12,21,38.70,146.62,14,23
2341,1,7,4.67,82.35,4,11
2341,8,17,17.93,146.62,11,18
2342,0,9,3.85,146.62,1,10
2343,0,8,3.85,120.97,8,15
2344,0,4,3.85,56.05,1,6
2345,0,8,3.85,120.97,4,14
2345,12,20,38.70,120.97,14,23
2347,3,11,6.86,120.97,8,25
2347,14,20,56.86,82.35,25,N/A
2348,0,10,3.85,177.72,1,14
2349,0,3,3.85,46.25,2,5
2350,0,13,3.85,316.44,1,14
2351,0,8,3.85,120.97,7,12
2353,0,8,3.85,120.97,1,18
2354,0,3,3.85,46.25,2,7
2354,6,12,12.21,82.35,7,38
2354,15,23,68.92,120.97,38,N/A
2355,0,8,3.85,120.97,3,9
2356,0,8,3.85,120.97,1,9
2357,2,7,5.66,67.94,6,8
2358,0,6,3.85,82.35,27,N/A
2358,16,25,83.53,146.62,27,N/A
2359,0,7,3.85,99.81,12,N/A
2360,0,8,3.85,120.97,3,13
2360,11,21,31.93,177.72,13,34
2361,3,13,6.86,177.72,8,27
2361,16,24,83.53,120.97,27,N/A
2362,0,5,3.85,67.94,6,N/A
2363,3,13,6.86,177.72,16,N/A
2364,0,9,3.85,146.62,1,10
2365,0,8,3.85,120.97,26,N/A
2365,11,17,31.93,82.35,26,N/A
2366,0,7,3.85,99.81,18,N/A
2366,8,17,17.93,146.62,18,N/A
2367,3,11,6.86,120.97,5,14
2370,3,13,6.86,177.72,13,16
2372,3,11,6.86,120.97,4,23
2373,3,11,6.86,120.97,10,28
2373,14,20,56.86,82.35,28,N/A
2374,0,7,3.85,99.81,7,21
2374,17,25,101.24,120.97,21,46
2375,6,14,12.21,120.97,15,N/A
2376,0,5,3.85,67.94,1,8
2376,6,14,12.21,120.97,8,17
2376,16,27,83.53,215.40,17,28
2377,6,14,12.21,120.97,9,18
2379,0,7,3.85,99.81,19,N/A
2379,11,14,31.93,46.25,19,N/A
2381,1,5,4.67,56.05,34,N/A
2381,6,9,12.21,46.25,34,N/A
2381,11,18,31.93,99.81,34,N/A
2381,19,27,148.73,120.97,34,N/A
2384,0,8,3.85,120.97,6,9
2385,0,13,3.85,316.44,11,21
2385,18,27,122.71,146.62,21,34
2386,0,7,3.85,99.81,8,N/A
2387,0,8,3.85,120.97,5,24
2387,10,18,26.35,120.97,24,N/A
2388,0,6,3.85,82.35,10,N/A
2389,3,11,6.86,120.97,10,13
2390,0,10,3.85,177.72,3,14
2391,0,7,3.85,99.81,6,11
2392,1,5,4.67,56.05,4,17
2392,8,16,17.93,120.97,17,N/A
2393,1,7,4.67,82.35,10,N/A
2393,9,15,21.74,82.35,10,16
2396,0,9,3.85,146.62,1,11
2396,10,17,26.35,99.81,11,21
2396,18,28,122.71,177.72,21,32
2398,0,5,3.85,67.94,8,N/A
2402,0,6,3.85,82.35,12,N/A
2403,10,16,26.35,82.35,17,N/A
2404,0,4,3.85,56.05,1,23
2404,5,46,10.07,69009.11,23,47
2405,0,6,3.85,82.35,6,27
2405,12,21,38.70,146.62,27,N/A
2406,0,5,3.85,67.94,6,N/A
2407,3,9,6.86,82.35,7,15
2407,12,25,38.70,316.44,15,29
2408,0,7,3.85,99.81,8,N/A
2409,0,4,3.85,56.05,4,11
2410,0,6,3.85,82.35,9,N/A
2412,0,9,3.85,146.62,2,16
2412,10,18,26.35,120.97,16,24
2412,19,26,148.73,99.81,24,29
2413,0,8,3.85,120.97,5,10
2413,9,16,21.74,99.81,10,22
2413,19,25,148.73,82.35,22,30
2414,0,13,3.85,316.44,8,22
2415,0,8,3.85,120.97,13,N/A
2415,10,17,26.35,99.81,13,19
2415,18,21,122.71,46.25,19,26
2417,0,7,3.85,99.81,5,13
2417,10,17,26.35,99.81,13,18
2418,0,5,3.85,67.94,3,12
2419,0,6,3.85,82.35,3,7
2422,0,13,3.85,316.44,3,29
2422,14,17,56.86,46.25,29,N/A
2424,0,12,3.85,261.08,5,14
2426,0,8,3.85,120.97,3,11
2426,9,12,21.74,46.25,11,15
2426,13,21,46.91,120.97,15,24
2427,0,8,3.85,120.97,1,13
2427,11,16,31.93,67.94,13,17
2428,0,10,3.85,177.72,3,22
2428,16,19,83.53,46.25,22,N/A
2429,0,9,3.85,146.62,1,18
2429,12,22,38.70,177.72,18,24
2430,0,8,3.85,120.97,2,9
2431,3,10,6.86,99.81,5,37
2431,13,16,46.91,46.25,37,N/A
2431,19,29,148.73,177.72,37,N/A
2432,0,8,3.85,120.97,2,17
2433,0,7,3.85,99.81,3,8
2434,0,8,3.85,120.97,5,12
2435,0,8,3.85,120.97,5,16
2435,11,19,31.93,120.97,16,23
2437,0,7,3.85,99.81,1,9
2440,2,10,5.66,120.97,10,20
2440,13,19,46.91,82.35,20,N/A
2441,0,9,3.85,146.62,9,12
2442,0,8,3.85,120.97,3,16
2442,9,17,21.74,120.97,16,18
2444,0,7,3.85,99.81,13,N/A
2445,0,11,3.85,215.40,5,12
2447,0,6,3.85,82.35,20,N/A
2447,12,20,38.70,120.97,20,21
2448,6,13,12.21,99.81,14,N/A
2450,3,7,6.86,56.05,10,N/A
2451,0,6,3.85,82.35,2,7
2454,0,8,3.85,120.97,5,21
2454,10,17,26.35,99.81,21,N/A
2455,0,9,3.85,146.62,5,16
2455,11,17,31.93,82.35,16,22
2455,18,25,122.71,99.81,22,36
2456,1,5,4.67,56.05,4,7
2456,6,12,12.21,82.35,7,15
2456,13,21,46.91,120.97,15,31
2458,0,5,3.85,67.94,2,12
2458,8,14,17.93,82.35,12,17
2460,0,10,3.85,177.72,6,28
2460,13,18,46.91,67.94,28,N/A
2461,0,6,3.85,82.35,19,N/A
2461,9,14,21.74,67.94,19,N/A
2461,17,24,101.24,99.81,19,44
2462,1,4,4.67,46.25,7,N/A
2463,0,10,3.85,177.72,1,11
2464,0,8,3.85,120.97,10,N/A
2466,0,8,3.85,120.97,2,9
2468,0,5,3.85,67.94,1,9
2469,0,8,3.85,120.97,6,9
2471,10,18,26.35,120.97,13,20
2472,0,8,3.85,120.97,3,10
2474,0,8,3.85,120.97,6,10
2474,9,17,21.74,120.97,10,18
2475,2,15,5.66,316.44,7,24
2475,17,30,101.24,316.44,24,34
2476,2,10,5.66,120.97,5,19
2476,12,20,38.70,120.97,19,23
2477,3,9,6.86,82.35,6,10
2480,3,6,6.86,46.25,7,N/A
2481,0,8,3.85,120.97,2,11
2482,0,9,3.85,146.62,12,N/A
2483,0,8,3.85,120.97,1,10
2483,9,14,21.74,67.94,10,19
2483,17,25,101.24,120.97,19,27
2485,0,7,3.85,99.81,1,9
2486,2,9,5.66,99.81,5,10
2487,0,5,3.85,67.94,9,N/A
2487,8,18,17.93,177.72,9,22
2487,19,25,148.73,82.35,22,32
2488,0,7,3.85,99.81,13,N/A
2488,8,11,17.93,46.25,13,N/A
2488,12,19,38.70,99.81,13,25
2489,0,8,3.85,120.97,1,31
2489,13,21,46.91,120.97,31,N/A
2490,0,5,3.85,67.94,2,8
2491,0,3,3.85,46.25,13,N/A
2491,8,15,17.93,99.81,13,21
2491,16,23,83.53,99.81,21,33
2493,0,8,3.85,120.97,14,N/A
2494,0,8,3.85,120.97,1,14
2494,10,18,26.35,120.97,14,29
2494,19,27,148.73,120.97,29,N/A
2497,4,10,8.31,82.35,25,N/A
2497,11,19,31.93,120.97,25,N/A
2498,0,8,3.85,120.97,1,15
2498,11,18,31.93,99.81,15,19
2499,0,4,3.85,56.05,7,N/A
2500,0,8,3.85,120.97,3,11
2501,0,10,3.85,177.72,6,17
2501,16,25,83.53,146.62,17,27
2502,0,10,3.85,177.72,7,11
2504,2,10,5.66,120.97,3,14
2504,12,21,38.70,146.62,14,23
2505,0,6,3.85,82.35,9,N/A
2506,1,4,4.67,46.25,17,N/A
2506,5,13,10.07,120.97,17,N/A
2506,16,23,83.53,99.81,17,25
2509,0,10,3.85,177.72,7,18
2509,12,18,38.70,82.35,18,20
2510,3,8,6.86,67.94,6,15
2510,11,19,31.93,120.97,15,20
2511,0,8,3.85,120.97,1,19
2512,0,10,3.85,177.72,12,N/A
2513,0,6,3.85,82.35,13,N/A
2513,12,20,38.70,120.97,13,21
2514,0,8,3.85,120.97,3,12
2514,9,15,21.74,82.35,12,16
2515,0,8,3.85,120.97,1,16
2515,9,18,21.74,146.62,16,25
2515,19,27,148.73,120.97,25,33
2519,0,5,3.85,67.94,2,11
2520,0,5,3.85,67.94,13,N/A
2521,3,12,6.86,146.62,14,N/A
2522,0,4,3.85,56.05,10,N/A
2523,3,9,6.86,82.35,12,N/A
2528,0,10,3.85,177.72,3,20
2528,13,20,46.91,99.81,20,26
2529,0,6,3.85,82.35,7,N/A
2530,0,4,3.85,56.05,2,11
2530,7,14,14.80,99.81,11,18
2530,17,25,101.24,120.97,18,26
2531,0,5,3.85,67.94,1,12
2531,8,14,17.93,82.35,12,18
2533,0,4,3.85,56.05,1,8
2533,6,13,12.21,99.81,8,17
2535,0,12,3.85,261.08,9,38
2535,13,23,46.91,177.72,38,N/A
2536,0,7,3.85,99.81,2,8
2537,1,7,4.67,82.35,6,9
2537,8,12,17.93,56.05,9,32
2537,13,19,46.91,82.35,32,N/A
2539,0,9,3.85,146.62,17,N/A
2540,3,6,6.86,46.25,15,N/A
2542,0,8,3.85,120.97,4,10
2544,0,5,3.85,67.94,1,11
2545,0,8,3.85,120.97,4,11
2547,0,7,3.85,99.81,3,18
2547,10,14,26.35,56.05,18,N/A
2548,0,3,3.85,46.25,7,N/A
2548,5,13,10.07,120.97,7,14
2549,0,8,3.85,120.97,7,23
2550,3,11,6.86,120.97,9,15
2550,12,18,38.70,82.35,15,21
2551,0,3,3.85,46.25,14,N/A
2552,0,7,3.85,99.81,1,12
2552,10,17,26.35,99.81,12,24
2554,0,7,3.85,99.81,10,N/A
2554,8,16,17.93,120.97,10,18
2555,0,6,3.85,82.35,2,9
2555,7,15,14.80,120.97,9,17
2556,1,7,4.67,82.35,4,14
2556,8,13,17.93,67.94,14,N/A
2557,0,7,3.85,99.81,16,N/A
2558,3,8,6.86,67.94,6,15
2558,11,20,31.93,146.62,15,24
2559,0,8,3.85,120.97,2,12
2559,11,17,31.93,82.35,12,19
2559,18,24,122.71,82.35,19,27
2560,0,8,3.85,120.97,4,10
2561,0,6,3.85,82.35,4,7
2562,0,10,3.85,177.72,4,12
2562,11,15,31.93,56.05,12,20
2562,17,23,101.24,82.35,20,30
2565,0,6,3.85,82.35,2,9
2566,1,10,4.67,146.62,3,12
2567,0,9,3.85,146.62,10,N/A
2568,3,8,6.86,67.94,6,14
2568,11,19,31.93,120.97,14,30
2569,0,8,3.85,120.97,6,19
2569,9,17,21.74,120.97,19,N/A
2571,3,13,6.86,177.72,11,32
2573,0,3,3.85,46.25,1,15
2573,4,11,8.31,99.81,15,N/A
2573,13,20,46.91,99.81,15,29
2574,0,8,3.85,120.97,5,9
2577,0,8,3.85,120.97,8,14
2577,11,20,31.93,146.62,14,28
2578,0,8,3.85,120.97,1,11
2578,10,14,26.35,56.05,11,18
2578,15,23,68.92,120.97,18,24
2579,0,10,3.85,177.72,10,12
2580,0,3,3.85,46.25,1,5
2580,4,7,8.31,46.25,5,19
2580,11,14,31.93,46.25,19,N/A
2580,15,28,68.92,316.44,19,34
2581,1,9,4.67,120.97,3,14
2581,10,20,26.35,177.72,14,38
2582,3,9,6.86,82.35,10,N/A
2583,0,7,3.85,99.81,9,N/A
2584,3,9,6.86,82.35,4,14
2585,0,8,3.85,120.97,7,16
2585,10,18,26.35,120.97,16,28
2587,3,10,6.86,99.81,5,13
2588,0,10,3.85,177.72,9,14
2588,11,17,31.93,82.35,14,26
2588,18,25,122.71,99.81,26,N/A
2589,4,10,8.31,82.35,7,14
2589,11,17,31.93,82.35,14,20
2589,18,31,122.71,316.44,20,32
2591,0,6,3.85,82.35,2,12
2592,0,10,3.85,177.72,2,13
2593,0,3,3.85,46.25,5,N/A
2595,0,10,3.85,177.72,11,N/A
2596,0,8,3.85,120.97,6,18
2602,0,6,3.85,82.35,3,7
2603,0,8,3.85,120.97,3,9
2604,3,11,6.86,120.97,5,23
2604,12,22,38.70,177.72,23,N/A
2606,0,3,3.85,46.25,3,10
2607,10,16,26.35,82.35,12,23
2609,10,17,26.35,99.81,11,18
2610,0,4,3.85,56.05,1,5
2611,1,10,4.67,146.62,8,12
2612,3,11,6.86,120.97,4,14
2612,12,19,38.70,99.81,14,36
2613,0,7,3.85,99.81,4,16
2613,10,14,26.35,56.05,16,N/A
2615,0,7,3.85,99.81,1,8
2616,0,10,3.85,177.72,7,11
2617,0,8,3.85,120.97,3,9
2619,0,9,3.85,146.62,8,16
2619,12,19,38.70,99.81,16,21
2620,10,18,26.35,120.97,11,41
2622,0,6,3.85,82.35,5,9
2623,3,10,6.86,99.81,4,14
2623,13,23,46.91,177.72,14,31
2624,0,7,3.85,99.81,1,13
2624,8,13,17.93,67.94,13,20
2624,14,18,56.86,56.05,20,N/A
2624,19,27,148.73,120.97,20,31
2625,0,10,3.85,177.72,2,12
2626,0,10,3.85,177.72,3,13
2628,0,10,3.85,177.72,10,11
2629,0,7,3.85,99.81,6,8
2631,6,14,12.21,120.97,7,24
2631,17,25,101.24,120.97,24,26
2632,0,7,3.85,99.81,1,9
2634,0,7,3.85,99.81,12,N/A
2634,10,19,26.35,146.62,12,38
2635,0,4,3.85,56.05,5,N/A
2637,0,8,3.85,120.97,2,9
2638,0,6,3.85,82.35,8,N/A
2639,0,5,3.85,67.94,1,8
2640,1,8,4.67,99.81,2,10
2640,9,15,21.74,82.35,10,28
2642,1,9,4.67,120.97,7,10
2643,0,6,3.85,82.35,2,10
2643,9,17,21.74,120.97,10,19
2645,0,7,3.85,99.81,3,8
2646,0,10,3.85,177.72,6,14
2647,0,8,3.85,120.97,3,15
2649,0,3,3.85,46.25,2,9
2649,5,11,10.07,82.35,9,15
2649,13,21,46.91,120.97,15,34
2650,0,7,3.85,99.81,1,11
2650,9,16,21.74,99.81,11,18
2650,17,21,101.24,56.05,18,22
2651,0,6,3.85,82.35,9,N/A
2651,7,12,14.80,67.94,9,15
2651,13,21,46.91,120.97,15,22
2652,6,9,12.21,46.25,14,N/A
2653,0,6,3.85,82.35,5,13
2654,3,12,6.86,146.62,5,16
2655,1,10,4.67,146.62,2,14
2656,0,8,3.85,120.97,3,13
2657,0,8,3.85,120.97,1,14
2657,10,17,26.35,99.81,14,22
2657,19,27,148.73,120.97,22,29
2659,0,6,3.85,82.35,5,9
2662,0,6,3.85,82.35,6,13
2662,9,18,21.74,146.62,13,32
2663,0,7,3.85,99.81,7,20
2663,8,20,17.93,261.08,20,23
2664,6,16,12.21,177.72,14,21
2665,0,8,3.85,120.97,9,N/A
2666,1,11,4.67,177.72,3,19
2666,14,19,56.86,67.94,19,28
2667,0,3,3.85,46.25,5,N/A
2672,0,9,3.85,146.62,3,11
2673,0,8,3.85,120.97,5,11
2673,9,16,21.74,99.81,11,17
2675,2,10,5.66,120.97,4,13
2675,11,19,31.93,120.97,13,20
2676,3,10,6.86,99.81,8,18
2676,13,21,46.91,120.97,18,26
2677,0,5,3.85,67.94,5,9
2677,8,12,17.93,56.05,9,14
2678,0,3,3.85,46.25,3,8
2678,7,15,14.80,120.97,8,19
2678,16,22,83.53,82.35,19,24
2681,1,9,4.67,120.97,4,15
2681,13,20,46.91,99.81,15,21
2682,0,4,3.85,56.05,6,N/A
2684,0,8,3.85,120.97,1,13
2684,10,21,26.35,215.40,13,31
2685,0,8,3.85,120.97,2,13
2686,0,8,3.85,120.97,8,17
2686,11,15,31.93,56.05,17,N/A
2687,0,7,3.85,99.81,6,8
2688,0,8,3.85,120.97,17,N/A
2688,14,27,56.86,316.44,17,30
2690,0,6,3.85,82.35,4,26
2690,10,18,26.35,120.97,26,N/A
2690,19,23,148.73,56.05,26,N/A
2691,2,12,5.66,177.72,16,N/A
2691,13,19,46.91,82.35,16,32
2692,0,9,3.85,146.62,6,21
2693,0,7,3.85,99.81,1,20
2693,19,23,148.73,56.05,20,31
2695,0,4,3.85,56.05,1,11
2696,0,6,3.85,82.35,8,N/A
2698,0,4,3.85,56.05,2,13
2698,8,16,17.93,120.97,13,21
2698,17,23,101.24,82.35,21,33
2699,0,9,3.85,146.62,11,N/A
2700,1,10,4.67,146.62,5,15
2700,11,18,31.93,99.81,15,20
2701,0,7,3.85,99.81,4,14
2701,13,19,46.91,82.35,14,23
2703,0,6,3.85,82.35,10,N/A
2705,0,9,3.85,146.62,6,21
2705,19,27,148.73,120.97,21,28
2707,5,14,10.07,146.62,6,15
2711,3,10,6.86,99.81,4,20
2711,13,21,46.91,120.97,20,34
2712,0,8,3.85,120.97,1,11
2713,0,6,3.85,82.35,5,9
2716,0,6,3.85,82.35,9,N/A
2717,0,13,3.85,316.44,2,14
2718,0,12,3.85,261.08,3,17
2718,14,21,56.86,99.81,17,22
2719,0,7,3.85,99.81,2,8
2721,0,4,3.85,56.05,12,N/A
2721,7,12,14.80,67.94,12,17
2721,15,23,68.92,120.97,17,25
2722,1,6,4.67,67.94,2,7
2723,0,8,3.85,120.97,1,17
2724,0,4,3.85,56.05,3,20
2724,14,25,56.86,215.40,20,31
2726,0,4,3.85,56.05,2,8
2727,0,8,3.85,120.97,7,9
