Game Number,Current Step,Result Step,Cost,RTP,Game Crush Point,Redistributed Crush Point
91477,6,6,0.00,0.00,8,N/A
91482,0,0,0.00,0.00,1,N/A
91485,0,20,0.00,Infinity,2,32
91496,5,5,0.00,0.00,8,N/A
91504,1,1,0.00,0.00,2,N/A
91515,0,15,0.00,Infinity,4,48
91531,7,20,0.00,Infinity,15,26
91534,2,2,0.00,0.00,20,N/A
91535,0,13,0.00,Infinity,3,23
91536,0,12,0.00,Infinity,5,25
91537,0,15,0.00,Infinity,14,26
91562,1,1,0.00,0.00,27,N/A
91571,2,25,0.00,Infinity,76,N/A
91584,1,6,0.00,Infinity,78,N/A
91588,1,1,0.00,0.00,3,N/A
91598,0,8,0.00,Infinity,14,N/A
91606,0,0,0.00,0.00,18,N/A
91610,3,3,0.00,0.00,8,N/A
91613,3,3,0.00,0.00,14,N/A
91617,0,24,0.00,Infinity,8,43
91624,0,0,0.00,0.00,9,N/A
91633,0,0,0.00,0.00,21,N/A
91638,0,20,0.00,Infinity,3,28
91646,3,3,0.00,0.00,5,N/A
91666,3,18,0.00,Infinity,25,N/A
91670,0,15,0.00,Infinity,5,18
91672,4,10,0.00,Infinity,12,N/A
91678,3,18,0.00,Infinity,13,25
91691,1,16,0.00,Infinity,8,21
91693,0,25,0.00,Infinity,4,32
91700,2,27,0.00,Infinity,10,32
91702,0,15,0.00,Infinity,17,N/A
91703,0,15,0.00,Infinity,2,28
91714,0,18,0.00,Infinity,29,N/A
91727,4,24,0.00,Infinity,18,98
91739,4,19,0.00,Infinity,6,29
91743,0,0,0.00,0.00,16,N/A
91764,0,22,0.00,Infinity,4,45
91767,6,29,0.00,Infinity,10,32
91777,1,13,0.00,Infinity,4,32
91780,0,0,0.00,0.00,5,N/A
91781,1,23,0.00,Infinity,9,25
91787,5,24,0.00,Infinity,6,53
91797,1,26,0.00,Infinity,2,41
91798,1,24,0.00,Infinity,9,40
91803,0,0,0.00,0.00,44,N/A
91815,1,16,0.00,Infinity,33,N/A
91821,0,25,0.00,Infinity,7,46
91828,3,28,0.00,Infinity,20,45
91845,0,0,0.00,0.00,26,N/A
91853,0,0,0.00,0.00,5,N/A
91855,1,9,0.00,Infinity,3,17
91860,0,6,0.00,Infinity,14,N/A
91864,1,17,0.00,Infinity,7,20
91879,1,25,0.00,Infinity,4,35
91889,0,34,0.00,Infinity,24,43
91892,3,3,0.00,0.00,15,N/A
91897,0,18,0.00,Infinity,14,39
91911,0,15,0.00,Infinity,8,33
91913,0,7,0.00,Infinity,2,11
91949,0,11,0.00,Infinity,9,12
91950,0,31,0.00,Infinity,5,32
91951,0,25,0.00,Infinity,3,33
91966,6,6,0.00,0.00,10,N/A
91981,0,15,0.00,Infinity,5,17
91985,3,3,0.00,0.00,9,N/A
92002,2,16,0.00,Infinity,3,17
92007,0,12,0.00,Infinity,1,20
92024,0,13,0.00,Infinity,13,31
92054,3,3,0.00,0.00,8,N/A
92058,1,17,0.00,Infinity,7,30
92061,2,17,0.00,Infinity,3,18
92082,2,2,0.00,0.00,3,N/A
92099,1,20,0.00,Infinity,15,24
92105,1,15,0.00,Infinity,10,18
92107,0,0,0.00,0.00,9,N/A
92108,1,21,0.00,Infinity,9,43
92110,0,13,0.00,Infinity,1,26
92128,6,18,0.00,Infinity,23,N/A
92135,2,8,0.00,Infinity,8,14
92147,0,13,0.00,Infinity,2,15
92148,0,20,0.00,Infinity,7,40
92163,0,21,0.00,Infinity,3,31
92166,2,19,0.00,Infinity,5,20
92167,0,14,0.00,Infinity,36,N/A
92172,9,34,0.00,Infinity,13,45
92194,0,0,0.00,0.00,2,N/A
92203,4,21,0.00,Infinity,9,50
92204,0,22,0.00,Infinity,2,27
92218,2,20,0.00,Infinity,20,29
92239,1,22,0.00,Infinity,12,54
92245,5,20,0.00,Infinity,12,25
92250,3,9,0.00,Infinity,26,N/A
92270,6,23,0.00,Infinity,20,30
92288,3,28,0.00,Infinity,26,37
92292,0,15,0.00,Infinity,7,19
92326,1,7,0.00,Infinity,10,N/A
92328,3,18,0.00,Infinity,9,23
92333,3,8,0.00,Infinity,21,N/A
92335,0,23,0.00,Infinity,38,N/A
92338,1,24,0.00,Infinity,4,25
92339,0,25,0.00,Infinity,7,37
92340,6,21,0.00,Infinity,29,N/A
92341,0,8,0.00,Infinity,53,N/A
92342,3,15,0.00,Infinity,6,18
92350,0,24,0.00,Infinity,15,31
92361,6,6,0.00,0.00,26,N/A
92375,0,0,0.00,0.00,11,N/A
92376,4,13,0.00,Infinity,7,15
92381,0,25,0.00,Infinity,17,43
92400,0,26,0.00,Infinity,6,40
92403,0,20,0.00,Infinity,13,31
92413,3,17,0.00,Infinity,26,N/A
92421,1,16,0.00,Infinity,2,46
92428,5,20,0.00,Infinity,8,34
92437,0,0,0.00,0.00,11,N/A
92440,1,1,0.00,0.00,8,N/A
92447,0,25,0.00,Infinity,11,27
92453,2,17,0.00,Infinity,3,18
92489,2,14,0.00,Infinity,6,27
92494,0,0,0.00,0.00,5,N/A
92505,2,23,0.00,Infinity,9,40
92534,1,27,0.00,Infinity,19,33
92554,3,18,0.00,Infinity,26,N/A
92569,0,15,0.00,Infinity,4,22
92571,0,28,0.00,Infinity,6,29
92579,4,11,0.00,Infinity,8,23
92590,0,12,0.00,Infinity,6,13
92612,0,11,0.00,Infinity,27,N/A
92614,0,15,0.00,Infinity,9,52
92634,3,20,0.00,Infinity,22,N/A
92643,0,20,0.00,Infinity,1,34
92654,0,22,0.00,Infinity,10,61
92658,1,30,0.00,Infinity,2,35
92665,0,7,0.00,Infinity,12,N/A
92670,1,28,0.00,Infinity,3,33
92680,4,26,0.00,Infinity,11,41
92684,2,15,0.00,Infinity,9,16
92700,3,3,0.00,0.00,19,N/A
92705,3,19,0.00,Infinity,16,29
92709,2,10,0.00,Infinity,8,16
92710,0,9,0.00,Infinity,40,N/A
92718,0,14,0.00,Infinity,2,17
92733,3,18,0.00,Infinity,10,40
92750,2,13,0.00,Infinity,6,16
92753,3,9,0.00,Infinity,21,N/A
92760,6,6,0.00,0.00,8,N/A
92763,0,13,0.00,Infinity,11,16
92794,3,12,0.00,Infinity,12,23
92827,1,16,0.00,Infinity,8,25
92834,0,13,0.00,Infinity,2,15
92835,6,6,0.00,0.00,14,N/A
92850,0,20,0.00,Infinity,5,23
92853,0,19,0.00,Infinity,4,21
92862,1,20,0.00,Infinity,7,26
92866,1,24,0.00,Infinity,11,27
92877,2,15,0.00,Infinity,13,18
92882,0,17,0.00,Infinity,18,N/A
92888,0,0,0.00,0.00,10,N/A
92896,0,25,0.00,Infinity,9,43
92900,0,13,0.00,Infinity,3,15
92901,0,12,0.00,Infinity,13,N/A
92902,3,24,0.00,Infinity,10,27
92929,2,16,0.00,Infinity,19,N/A
92932,4,19,0.00,Infinity,5,20
92940,0,25,0.00,Infinity,27,N/A
92967,3,3,0.00,0.00,4,N/A
92976,0,11,0.00,Infinity,20,N/A
92978,1,6,0.00,Infinity,3,13
92996,6,21,0.00,Infinity,10,22
93001,0,0,0.00,0.00,1,N/A
93015,0,15,0.00,Infinity,14,16
93017,3,16,0.00,Infinity,6,35
93026,0,0,0.00,0.00,3,N/A
93035,1,16,0.00,Infinity,15,18
93068,1,1,0.00,0.00,2,N/A
93071,0,18,0.00,Infinity,13,24
93084,0,0,0.00,0.00,4,N/A
93085,0,0,0.00,0.00,24,N/A
93103,0,11,0.00,Infinity,7,20
93104,0,13,0.00,Infinity,66,N/A
93122,4,22,0.00,Infinity,6,36
93125,3,3,0.00,0.00,9,N/A
93145,6,6,0.00,0.00,19,N/A
93152,3,24,0.00,Infinity,19,28
93162,1,9,0.00,Infinity,3,23
93198,4,27,0.00,Infinity,10,48
93200,8,26,0.00,Infinity,13,62
93201,5,5,0.00,0.00,20,N/A
93233,4,19,0.00,Infinity,10,20
93245,0,0,0.00,0.00,41,N/A
93251,3,3,0.00,0.00,12,N/A
93255,1,7,0.00,Infinity,2,17
93260,0,17,0.00,Infinity,11,18
93265,0,13,0.00,Infinity,19,N/A
93291,0,38,0.00,Infinity,1,47
93302,4,4,0.00,0.00,12,N/A
93316,0,20,0.00,Infinity,4,67
93317,2,27,0.00,Infinity,10,29
93323,0,14,0.00,Infinity,5,39
93330,1,1,0.00,0.00,22,N/A
93332,3,3,0.00,0.00,26,N/A
93340,0,28,0.00,Infinity,4,36
93345,8,14,0.00,Infinity,18,N/A
93348,6,12,0.00,Infinity,16,N/A
93372,3,8,0.00,Infinity,17,N/A
93379,0,15,0.00,Infinity,11,17
93392,6,6,0.00,0.00,31,N/A
93400,0,31,0.00,Infinity,3,43
93410,8,8,0.00,0.00,12,N/A
93420,6,20,0.00,Infinity,18,31
93429,0,0,0.00,0.00,6,N/A
93438,1,26,0.00,Infinity,4,38
93441,2,25,0.00,Infinity,15,26
93453,3,18,0.00,Infinity,10,19
93472,0,9,0.00,Infinity,14,N/A
93490,0,20,0.00,Infinity,3,26
93492,0,15,0.00,Infinity,15,40
93505,1,21,0.00,Infinity,16,37
93507,6,6,0.00,0.00,11,N/A
93511,3,18,0.00,Infinity,13,19
93515,0,6,0.00,Infinity,8,N/A
93517,4,19,0.00,Infinity,37,N/A
93536,0,0,0.00,0.00,32,N/A
93538,4,20,0.00,Infinity,9,40
93541,0,8,0.00,Infinity,9,N/A
93554,0,0,0.00,0.00,29,N/A
93564,0,15,0.00,Infinity,9,16
93569,1,13,0.00,Infinity,10,15
93574,0,14,0.00,Infinity,17,N/A
93583,0,21,0.00,Infinity,11,23
93587,4,4,0.00,0.00,9,N/A
93589,0,0,0.00,0.00,5,N/A
93592,0,15,0.00,Infinity,2,39
93628,0,15,0.00,Infinity,43,N/A
93652,2,21,0.00,Infinity,5,45
93654,6,34,0.00,Infinity,9,39
93665,1,14,0.00,Infinity,5,19
93701,0,0,0.00,0.00,4,N/A
93702,6,17,0.00,Infinity,14,31
93720,0,25,0.00,Infinity,6,28
93724,0,10,0.00,Infinity,12,N/A
93742,0,25,0.00,Infinity,8,35
93749,1,1,0.00,0.00,3,N/A
93759,1,1,0.00,0.00,5,N/A
93764,1,1,0.00,0.00,6,N/A
93772,2,2,0.00,0.00,3,N/A
93783,0,11,0.00,Infinity,52,N/A
93805,0,0,0.00,0.00,17,N/A
93828,3,19,0.00,Infinity,26,N/A
93832,3,18,0.00,Infinity,7,27
93833,0,25,0.00,Infinity,3,28
93842,5,5,0.00,0.00,26,N/A
93855,5,20,0.00,Infinity,19,23
93868,0,21,0.00,Infinity,2,22
93881,3,15,0.00,Infinity,10,17
93883,5,19,0.00,Infinity,21,N/A
93885,0,15,0.00,Infinity,19,N/A
93902,1,16,0.00,Infinity,27,N/A
93904,0,26,0.00,Infinity,4,63
93925,0,12,0.00,Infinity,15,N/A
93930,0,15,0.00,Infinity,12,32
93932,1,21,0.00,Infinity,8,28
93946,4,14,0.00,Infinity,10,41
93948,4,29,0.00,Infinity,9,35
93950,0,15,0.00,Infinity,2,27
93962,0,25,0.00,Infinity,18,40
93972,4,17,0.00,Infinity,16,40
93975,0,24,0.00,Infinity,6,30
93986,1,13,0.00,Infinity,5,18
93990,1,16,0.00,Infinity,10,45
93997,2,27,0.00,Infinity,3,31
94012,0,15,0.00,Infinity,15,18
94018,0,12,0.00,Infinity,18,N/A
94019,0,0,0.00,0.00,6,N/A
94025,0,18,0.00,Infinity,17,28
94041,2,9,0.00,Infinity,4,10
94042,1,1,0.00,0.00,4,N/A
94048,0,24,0.00,Infinity,33,N/A
94053,0,12,0.00,Infinity,1,20
94065,0,12,0.00,Infinity,3,54
94076,1,16,0.00,Infinity,34,N/A
94083,0,17,0.00,Infinity,2,31
94112,3,20,0.00,Infinity,5,22
94128,6,6,0.00,0.00,16,N/A
94132,0,15,0.00,Infinity,21,N/A
94139,7,21,0.00,Infinity,12,26
94143,7,24,0.00,Infinity,18,29
94144,1,20,0.00,Infinity,13,21
94146,2,2,0.00,0.00,18,N/A
94170,7,17,0.00,Infinity,12,28
94177,2,25,0.00,Infinity,3,26
94178,2,27,0.00,Infinity,33,N/A
94190,3,3,0.00,0.00,13,N/A
94196,0,24,0.00,Infinity,30,N/A
94231,0,25,0.00,Infinity,11,29
94232,0,15,0.00,Infinity,10,18
94242,3,21,0.00,Infinity,24,N/A
94263,0,13,0.00,Infinity,4,14
94271,3,13,0.00,Infinity,9,15
94287,3,29,0.00,Infinity,11,46
94299,3,18,0.00,Infinity,21,N/A
94302,0,0,0.00,0.00,1,N/A
94304,0,19,0.00,Infinity,12,20
94307,6,6,0.00,0.00,23,N/A
94309,0,17,0.00,Infinity,3,29
94350,0,16,0.00,Infinity,8,23
94387,1,15,0.00,Infinity,16,N/A
94397,3,21,0.00,Infinity,4,56
94420,0,15,0.00,Infinity,2,19
94430,5,15,0.00,Infinity,6,23
94441,0,0,0.00,0.00,31,N/A
94443,1,7,0.00,Infinity,20,N/A
94449,0,16,0.00,Infinity,1,36
94459,1,1,0.00,0.00,14,N/A
94477,0,24,0.00,Infinity,5,35
94485,0,89,0.00,Infinity,3,93
94502,0,13,0.00,Infinity,4,16
94508,0,6,0.00,Infinity,4,19
94509,1,25,0.00,Infinity,4,29
94512,0,22,0.00,Infinity,8,25
94520,0,36,0.00,Infinity,18,42
94538,0,11,0.00,Infinity,5,15
94542,0,8,0.00,Infinity,6,9
94561,0,0,0.00,0.00,1,N/A
94562,0,0,0.00,0.00,3,N/A
94563,1,1,0.00,0.00,2,N/A
94571,3,27,0.00,Infinity,5,42
94573,2,2,0.00,0.00,15,N/A
94581,0,15,0.00,Infinity,5,32
94593,0,15,0.00,Infinity,4,16
94615,3,3,0.00,0.00,19,N/A
94617,0,0,0.00,0.00,12,N/A
94631,4,13,0.00,Infinity,8,17
94632,1,20,0.00,Infinity,19,26
94636,0,0,0.00,0.00,10,N/A
94638,4,11,0.00,Infinity,6,13
94643,0,13,0.00,Infinity,1,14
94644,2,2,0.00,0.00,6,N/A
94646,0,12,0.00,Infinity,4,21
94648,0,25,0.00,Infinity,15,26
94658,0,12,0.00,Infinity,3,18
94659,0,15,0.00,Infinity,3,17
94669,0,0,0.00,0.00,10,N/A
94677,4,18,0.00,Infinity,7,25
94680,9,18,0.00,Infinity,18,34
94681,0,15,0.00,Infinity,11,36
94682,0,0,0.00,0.00,6,N/A
94689,4,4,0.00,0.00,9,N/A
94698,3,17,0.00,Infinity,5,35
94702,1,7,0.00,Infinity,25,N/A
94718,0,18,0.00,Infinity,7,20
94724,0,15,0.00,Infinity,13,20
94736,5,20,0.00,Infinity,13,27
94747,0,0,0.00,0.00,17,N/A
94760,0,15,0.00,Infinity,23,N/A
94770,0,0,0.00,0.00,30,N/A
94790,3,3,0.00,0.00,10,N/A
94793,0,22,0.00,Infinity,7,42
94798,2,23,0.00,Infinity,22,30
94802,0,15,0.00,Infinity,5,22
94805,0,15,0.00,Infinity,4,19
94822,3,28,0.00,Infinity,9,29
94833,3,16,0.00,Infinity,21,N/A
94837,0,0,0.00,0.00,6,N/A
94840,1,23,0.00,Infinity,7,30
94845,0,10,0.00,Infinity,10,11
94886,1,15,0.00,Infinity,5,36
94908,0,11,0.00,Infinity,15,N/A
94919,0,20,0.00,Infinity,2,41
94938,0,0,0.00,0.00,6,N/A
94950,0,15,0.00,Infinity,6,16
94961,3,19,0.00,Infinity,15,20
94971,0,19,0.00,Infinity,11,24
94985,4,19,0.00,Infinity,10,35
94987,2,17,0.00,Infinity,18,N/A
94994,3,18,0.00,Infinity,10,20
94998,6,21,0.00,Infinity,12,32
95032,0,0,0.00,0.00,30,N/A
95037,7,27,0.00,Infinity,13,34
95042,0,0,0.00,0.00,2,N/A
95086,0,15,0.00,Infinity,12,19
95090,1,11,0.00,Infinity,4,16
95113,6,19,0.00,Infinity,51,N/A
95119,4,26,0.00,Infinity,19,34
95122,5,30,0.00,Infinity,26,49
95141,2,18,0.00,Infinity,10,32
95147,1,10,0.00,Infinity,28,N/A
95149,2,20,0.00,Infinity,7,21
95153,5,20,0.00,Infinity,7,30
95178,0,13,0.00,Infinity,12,20
95179,0,9,0.00,Infinity,1,12
95180,0,15,0.00,Infinity,4,25
95186,0,14,0.00,Infinity,23,N/A
95230,0,0,0.00,0.00,9,N/A
95237,6,21,0.00,Infinity,22,N/A
95238,3,18,0.00,Infinity,10,22
95241,3,17,0.00,Infinity,14,21
95242,0,0,0.00,0.00,1,N/A
95256,1,16,0.00,Infinity,7,41
95289,3,17,0.00,Infinity,6,64
95290,4,23,0.00,Infinity,14,41
95296,0,25,0.00,Infinity,1,48
95299,0,0,0.00,0.00,5,N/A
95311,4,28,0.00,Infinity,5,29
95320,0,0,0.00,0.00,63,N/A
95330,0,15,0.00,Infinity,4,68
95345,1,15,0.00,Infinity,51,N/A
95354,0,7,0.00,Infinity,35,N/A
95364,0,14,0.00,Infinity,4,17
95374,1,1,0.00,0.00,21,N/A
95392,0,0,0.00,0.00,2,N/A
95394,0,23,0.00,Infinity,7,24
95408,0,23,0.00,Infinity,4,27
95411,0,0,0.00,0.00,5,N/A
95416,0,19,0.00,Infinity,9,34
95431,0,0,0.00,0.00,1,N/A
95443,1,24,0.00,Infinity,10,33
95456,4,19,0.00,Infinity,6,20
95464,3,3,0.00,0.00,11,N/A
95470,6,6,0.00,0.00,16,N/A
95472,0,14,0.00,Infinity,3,31
95474,0,23,0.00,Infinity,1,31
95515,1,13,0.00,Infinity,2,17
95521,3,18,0.00,Infinity,13,21
95545,0,0,0.00,0.00,12,N/A
95556,0,14,0.00,Infinity,3,28
95568,0,0,0.00,0.00,36,N/A
95597,0,18,0.00,Infinity,12,31
95631,2,16,0.00,Infinity,24,N/A
95641,5,20,0.00,Infinity,7,31
95699,1,20,0.00,Infinity,36,N/A
95713,2,15,0.00,Infinity,15,20
95766,0,17,0.00,Infinity,10,18
95786,0,22,0.00,Infinity,35,N/A
95794,1,12,0.00,Infinity,11,15
95796,3,19,0.00,Infinity,20,N/A
95803,0,7,0.00,Infinity,1,14
95810,0,0,0.00,0.00,4,N/A
95811,1,1,0.00,0.00,45,N/A
95818,0,0,0.00,0.00,5,N/A
95821,0,25,0.00,Infinity,5,45
95823,3,25,0.00,Infinity,19,26
95825,0,21,0.00,Infinity,2,41
95830,2,25,0.00,Infinity,7,35
95833,0,0,0.00,0.00,3,N/A
95851,0,16,0.00,Infinity,2,20
95854,0,0,0.00,0.00,2,N/A
95878,0,20,0.00,Infinity,36,N/A
95896,0,21,0.00,Infinity,2,28
95913,0,15,0.00,Infinity,2,34
95972,1,25,0.00,Infinity,8,63
95980,0,29,0.00,Infinity,3,35
95982,0,22,0.00,Infinity,3,29
95984,2,17,0.00,Infinity,6,24
95994,0,12,0.00,Infinity,18,N/A
96011,0,17,0.00,Infinity,14,46
96012,0,0,0.00,0.00,8,N/A
96028,4,28,0.00,Infinity,8,33
96031,0,0,0.00,0.00,22,N/A
96048,1,16,0.00,Infinity,2,27
96052,0,28,0.00,Infinity,27,34
96057,0,0,0.00,0.00,13,N/A
96058,3,17,0.00,Infinity,40,N/A
96064,0,15,0.00,Infinity,8,18
96069,6,23,0.00,Infinity,20,26
96075,4,29,0.00,Infinity,16,33
96083,2,15,0.00,Infinity,4,27
96087,5,13,0.00,Infinity,8,21
96097,0,19,0.00,Infinity,16,21
96122,0,5,0.00,Infinity,29,N/A
96132,0,5,0.00,Infinity,12,N/A
96138,0,15,0.00,Infinity,16,N/A
96139,0,7,0.00,Infinity,7,13
96151,4,16,0.00,Infinity,6,42
96152,0,0,0.00,0.00,43,N/A
96158,0,9,0.00,Infinity,7,55
96169,0,0,0.00,0.00,9,N/A
96172,0,25,0.00,Infinity,11,30
96176,0,18,0.00,Infinity,9,25
96184,2,2,0.00,0.00,4,N/A
96186,6,6,0.00,0.00,10,N/A
96187,0,14,0.00,Infinity,2,25
96190,3,3,0.00,0.00,32,N/A
96255,1,12,0.00,Infinity,2,22
96264,2,17,0.00,Infinity,3,20
96278,3,13,0.00,Infinity,25,N/A
96286,0,12,0.00,Infinity,19,N/A
96303,0,10,0.00,Infinity,12,N/A
96304,2,15,0.00,Infinity,4,33
96308,1,15,0.00,Infinity,6,24
96309,0,12,0.00,Infinity,25,N/A
96325,2,2,0.00,0.00,7,N/A
96326,2,2,0.00,0.00,41,N/A
96341,0,13,0.00,Infinity,16,N/A
96345,0,0,0.00,0.00,8,N/A
96347,0,25,0.00,Infinity,8,26
96372,3,3,0.00,0.00,4,N/A
96374,9,9,0.00,0.00,11,N/A
96380,0,0,0.00,0.00,8,N/A
96386,0,0,0.00,0.00,32,N/A
96389,0,25,0.00,Infinity,11,28
96392,1,1,0.00,0.00,15,N/A
96398,0,23,0.00,Infinity,16,34
96413,0,0,0.00,0.00,25,N/A
96415,5,34,0.00,Infinity,8,37
96446,5,5,0.00,0.00,9,N/A
96453,0,11,0.00,Infinity,9,12
96454,0,12,0.00,Infinity,16,N/A
96476,3,16,0.00,Infinity,8,20
96483,0,6,0.00,Infinity,1,18
96488,6,29,0.00,Infinity,11,45
96492,7,20,0.00,Infinity,15,26
96494,4,24,0.00,Infinity,48,N/A
96497,7,20,0.00,Infinity,15,29
96519,0,0,0.00,0.00,7,N/A
96537,0,29,0.00,Infinity,2,46
96540,6,21,0.00,Infinity,14,25
96546,3,3,0.00,0.00,12,N/A
96547,0,25,0.00,Infinity,4,29
96556,6,17,0.00,Infinity,42,N/A
96581,3,3,0.00,0.00,12,N/A
96585,0,0,0.00,0.00,20,N/A
96594,0,24,0.00,Infinity,34,N/A
96602,0,23,0.00,Infinity,7,24
96604,1,1,0.00,0.00,27,N/A
96607,1,1,0.00,0.00,14,N/A
96610,0,15,0.00,Infinity,3,18
96618,0,15,0.00,Infinity,16,N/A
96627,0,0,0.00,0.00,13,N/A
96630,6,21,0.00,Infinity,7,26
96636,0,14,0.00,Infinity,8,17
96644,5,22,0.00,Infinity,38,N/A
96647,3,3,0.00,0.00,8,N/A
96653,6,16,0.00,Infinity,10,17
96655,3,15,0.00,Infinity,10,26
96659,2,22,0.00,Infinity,6,24
96661,1,26,0.00,Infinity,29,N/A
96708,0,15,0.00,Infinity,2,25
96711,3,3,0.00,0.00,24,N/A
96712,0,6,0.00,Infinity,3,12
96723,1,22,0.00,Infinity,9,34
96737,0,25,0.00,Infinity,7,32
96768,2,24,0.00,Infinity,10,56
96778,0,15,0.00,Infinity,3,23
96803,0,15,0.00,Infinity,20,N/A
96806,0,15,0.00,Infinity,1,28
96807,0,24,0.00,Infinity,35,N/A
96824,0,93,0.00,Infinity,14,96
96825,0,0,0.00,0.00,2,N/A
96827,0,12,0.00,Infinity,11,37
96831,1,11,0.00,Infinity,42,N/A
96842,0,0,0.00,0.00,24,N/A
96848,0,0,0.00,0.00,13,N/A
96873,0,9,0.00,Infinity,14,N/A
96874,3,22,0.00,Infinity,17,25
96879,0,0,0.00,0.00,13,N/A
96882,0,16,0.00,Infinity,1,23
96889,3,3,0.00,0.00,7,N/A
96895,2,17,0.00,Infinity,11,22
96907,0,0,0.00,0.00,1,N/A
96937,0,15,0.00,Infinity,1,22
96941,5,23,0.00,Infinity,41,N/A
96960,3,18,0.00,Infinity,4,51
96962,7,7,0.00,0.00,19,N/A
96974,0,23,0.00,Infinity,2,27
96977,1,24,0.00,Infinity,2,25
96982,3,18,0.00,Infinity,9,19
97002,5,20,0.00,Infinity,14,41
97007,0,0,0.00,0.00,32,N/A
97012,5,20,0.00,Infinity,8,22
97015,2,19,0.00,Infinity,6,22
97050,3,28,0.00,Infinity,9,30
97054,2,19,0.00,Infinity,9,25
97063,3,41,0.00,Infinity,11,54
97106,0,15,0.00,Infinity,1,26
97108,5,20,0.00,Infinity,6,40
97114,4,17,0.00,Infinity,12,28
97132,0,0,0.00,0.00,16,N/A
97133,3,17,0.00,Infinity,18,N/A
97140,0,0,0.00,0.00,5,N/A
97155,1,1,0.00,0.00,18,N/A
97201,0,15,0.00,Infinity,2,36
97211,0,18,0.00,Infinity,18,27
97216,0,12,0.00,Infinity,21,N/A
97225,2,21,0.00,Infinity,12,30
97226,0,13,0.00,Infinity,2,15
97239,0,15,0.00,Infinity,24,N/A
97241,3,3,0.00,0.00,4,N/A
97251,1,1,0.00,0.00,6,N/A
97269,0,15,0.00,Infinity,17,N/A
97271,0,7,0.00,Infinity,9,N/A
97273,4,19,0.00,Infinity,19,52
97275,3,3,0.00,0.00,6,N/A
97283,6,29,0.00,Infinity,9,33
97287,0,0,0.00,0.00,21,N/A
97290,2,17,0.00,Infinity,14,35
97306,2,37,0.00,Infinity,3,44
97327,4,25,0.00,Infinity,10,56
97343,4,19,0.00,Infinity,19,31
97348,3,25,0.00,Infinity,43,N/A
97354,0,24,0.00,Infinity,16,26
97359,0,25,0.00,Infinity,9,33
97375,0,9,0.00,Infinity,3,19
97385,6,20,0.00,Infinity,16,26
97387,0,15,0.00,Infinity,4,21
97388,0,29,0.00,Infinity,8,44
97400,4,4,0.00,0.00,9,N/A
97404,0,17,0.00,Infinity,15,30
97409,5,20,0.00,Infinity,11,53
97416,7,29,0.00,Infinity,8,30
97450,5,5,0.00,0.00,32,N/A
97471,0,13,0.00,Infinity,2,28
97490,5,44,0.00,Infinity,43,46
97506,1,15,0.00,Infinity,5,37
97507,3,18,0.00,Infinity,15,20
97561,2,13,0.00,Infinity,6,22
97563,0,20,0.00,Infinity,2,28
97564,3,3,0.00,0.00,13,N/A
97570,0,10,0.00,Infinity,27,N/A
97575,0,15,0.00,Infinity,6,30
97595,5,5,0.00,0.00,20,N/A
97607,6,20,0.00,Infinity,20,22
97618,6,17,0.00,Infinity,23,N/A
97624,0,25,0.00,Infinity,16,59
97629,0,5,0.00,Infinity,14,N/A
97630,3,3,0.00,0.00,37,N/A
97644,0,0,0.00,0.00,11,N/A
97645,2,2,0.00,0.00,8,N/A
97651,0,0,0.00,0.00,6,N/A
97657,2,20,0.00,Infinity,16,23
97665,0,12,0.00,Infinity,5,27
97672,1,16,0.00,Infinity,22,N/A
97676,0,0,0.00,0.00,12,N/A
97677,1,12,0.00,Infinity,2,29
97681,5,5,0.00,0.00,22,N/A
97690,2,2,0.00,0.00,16,N/A
97705,2,14,0.00,Infinity,20,N/A
97711,0,12,0.00,Infinity,20,N/A
97721,6,21,0.00,Infinity,28,N/A
97735,0,10,0.00,Infinity,4,15
97747,3,3,0.00,0.00,8,N/A
97776,6,6,0.00,0.00,15,N/A
97788,0,22,0.00,Infinity,12,27
97797,3,15,0.00,Infinity,8,25
97832,6,18,0.00,Infinity,14,19
97840,0,21,0.00,Infinity,1,23
97841,2,15,0.00,Infinity,10,23
97879,3,28,0.00,Infinity,23,45
97891,0,14,0.00,Infinity,5,22
97893,6,30,0.00,Infinity,10,47
97901,4,9,0.00,Infinity,7,17
97906,1,1,0.00,0.00,2,N/A
97913,0,20,0.00,Infinity,3,31
97936,0,0,0.00,0.00,3,N/A
97943,0,12,0.00,Infinity,5,36
97968,0,0,0.00,0.00,17,N/A
97972,0,9,0.00,Infinity,18,N/A
97985,1,18,0.00,Infinity,9,24
97997,0,21,0.00,Infinity,8,24
98007,0,11,0.00,Infinity,9,13
98015,3,31,0.00,Infinity,10,33
98023,3,18,0.00,Infinity,4,48
98033,0,0,0.00,0.00,12,N/A
98042,3,24,0.00,Infinity,4,38
98052,1,26,0.00,Infinity,2,30
98053,7,22,0.00,Infinity,57,N/A
98058,1,26,0.00,Infinity,15,48
98061,2,20,0.00,Infinity,4,26
98074,2,2,0.00,0.00,7,N/A
98079,3,3,0.00,0.00,12,N/A
98091,8,33,0.00,Infinity,9,38
98097,0,19,0.00,Infinity,13,51
98101,0,13,0.00,Infinity,19,N/A
98102,3,3,0.00,0.00,10,N/A
98105,0,15,0.00,Infinity,8,30
98110,0,19,0.00,Infinity,28,N/A
98117,1,22,0.00,Infinity,3,23
